date,id_moneda,price,Venta,Compra
2019-02-02,bitcoin,3464.490147562154,0.0,0
2019-02-03,bitcoin,3486.581616258029,0.0,0
2019-02-04,bitcoin,3454.025843825187,0.0,0
2019-02-05,bitcoin,3464.003508861087,0.0,0
2019-02-06,bitcoin,3469.8946770792636,0.0,0
2019-02-07,bitcoin,3405.836861256719,0.0,0
2019-02-08,bitcoin,3394.0146529587223,0.0,0
2019-02-09,bitcoin,3664.2821026589836,0.0,0
2019-02-10,bitcoin,3667.4082642899566,0.0,0
2019-02-11,bitcoin,3675.6916291247258,0.0,0
2019-02-12,bitcoin,3631.444539729949,0.0,0
2019-02-13,bitcoin,3633.9650467461183,0.0,0
2019-02-14,bitcoin,3610.0622730634022,0.0,0
2019-02-15,bitcoin,3589.661829626318,0.0,0
2019-02-16,bitcoin,3601.2291913968643,0.0,0
2019-02-17,bitcoin,3622.5916530750715,0.0,0
2019-02-18,bitcoin,3665.075530800723,0.0,0
2019-02-19,bitcoin,3886.5202004751386,0.0,0
2019-02-20,bitcoin,3915.0099712770552,0.0,0
2019-02-21,bitcoin,3976.808906528991,0.0,0
2019-02-22,bitcoin,3934.813593894817,0.0,0
2019-02-23,bitcoin,3973.6413227746357,0.0,0
2019-02-24,bitcoin,4115.3379267876635,0.0,0
2019-02-25,bitcoin,3742.868946700387,0.0,0
2019-02-26,bitcoin,3824.683504217102,0.0,0
2019-02-27,bitcoin,3809.209774682024,0.0,0
2019-02-28,bitcoin,3813.377891881294,0.0,0
2019-03-01,bitcoin,3815.6076075249844,0.0,0
2019-03-02,bitcoin,3815.753939922755,0.0,0
2019-03-03,bitcoin,3819.645730582585,0.0,0
2019-03-04,bitcoin,3806.9542737979564,0.0,0
2019-03-05,bitcoin,3712.812457297799,0.0,0
2019-03-06,bitcoin,3852.461665785486,0.0,0
2019-03-07,bitcoin,3860.510762380684,0.0,0
2019-03-08,bitcoin,3871.637247965991,0.0,0
2019-03-09,bitcoin,3861.879307396147,0.0,0
2019-03-10,bitcoin,3941.600873271771,0.0,0
2019-03-11,bitcoin,3923.559788806432,0.0,0
2019-03-12,bitcoin,3860.3592300287123,0.0,0
2019-03-13,bitcoin,3876.480852754649,0.0,0
2019-03-14,bitcoin,3865.817782663389,0.0,0
2019-03-15,bitcoin,3876.6987080329527,0.0,0
2019-03-16,bitcoin,3925.460579704576,0.0,0
2019-03-17,bitcoin,4007.709463818873,0.0,0
2019-03-18,bitcoin,3980.9901047320204,0.0,0
2019-03-19,bitcoin,3986.7068940461468,0.0,0
2019-03-20,bitcoin,4013.5769693454813,0.0,0
2019-03-21,bitcoin,4045.57263350974,0.0,0
2019-03-22,bitcoin,3983.317781297362,0.0,0
2019-03-23,bitcoin,3989.1584912154526,0.0,0
2019-03-24,bitcoin,4008.945386314754,0.0,0
2019-03-25,bitcoin,3993.394900459549,0.0,0
2019-03-26,bitcoin,3927.577296521434,0.0,0
2019-03-27,bitcoin,3938.659743156943,0.0,0
2019-03-28,bitcoin,4036.1609179207603,0.0,0
2019-03-29,bitcoin,4028.3913011796208,0.0,0
2019-03-30,bitcoin,4103.322859513963,0.0,0
2019-03-31,bitcoin,4103.856421333923,0.0,0
2019-04-01,bitcoin,4103.521738549332,0.0,0
2019-04-02,bitcoin,4146.321927706636,0.0,0
2019-04-03,bitcoin,4862.230427766917,0.0,0
2019-04-04,bitcoin,4955.831824018296,0.0,0
2019-04-05,bitcoin,4899.021553783287,0.0,0
2019-04-06,bitcoin,5014.955826888765,0.0,0
2019-04-07,bitcoin,5041.869075888309,0.0,0
2019-04-08,bitcoin,5176.97788362072,0.0,0
2019-04-09,bitcoin,5266.89477647303,0.0,0
2019-04-10,bitcoin,5172.1752647597095,0.0,0
2019-04-11,bitcoin,5308.905683164441,0.0,0
2019-04-12,bitcoin,5047.79316241402,0.0,0
2019-04-13,bitcoin,5082.46515242293,0.0,0
2019-04-14,bitcoin,5072.987191337883,0.0,0
2019-04-15,bitcoin,5149.314492798127,0.0,0
2019-04-16,bitcoin,5039.881017404402,0.0,0
2019-04-17,bitcoin,5213.598376962082,0.0,0
2019-04-18,bitcoin,5218.957150384528,0.0,0
2019-04-19,bitcoin,5274.767013336503,0.0,0
2019-04-20,bitcoin,5280.354444383007,0.0,0
2019-04-21,bitcoin,5307.689183437135,0.0,0
2019-04-22,bitcoin,5311.164840299274,0.0,0
2019-04-23,bitcoin,5380.935789575588,0.0,0
2019-04-24,bitcoin,5557.9257276108365,0.0,0
2019-04-25,bitcoin,5452.101753394462,0.0,0
2019-04-26,bitcoin,5203.088598730703,0.0,0
2019-04-27,bitcoin,5295.847320048228,0.0,0
2019-04-28,bitcoin,5256.977802474059,0.0,0
2019-04-29,bitcoin,5257.803249232503,0.0,0
2019-04-30,bitcoin,5199.755008563461,0.0,0
2019-05-01,bitcoin,5292.803974562054,0.0,0
2019-05-02,bitcoin,5354.5868001739655,0.0,0
2019-05-03,bitcoin,5450.706620486424,0.0,0
2019-05-04,bitcoin,5731.493099606555,0.0,0
2019-05-05,bitcoin,5803.943309048437,0.0,0
2019-05-06,bitcoin,5749.323780460327,0.0,0
2019-05-07,bitcoin,5715.7571359661015,0.0,0
2019-05-08,bitcoin,5841.053771273751,0.0,0
2019-05-09,bitcoin,5957.856732858399,0.0,0
2019-05-10,bitcoin,6168.268996398258,0.0,0
2019-05-11,bitcoin,6370.233758607852,0.0,0
2019-05-12,bitcoin,7258.261280655222,0.0,0
2019-05-13,bitcoin,6953.75138858638,0.0,0
2019-05-14,bitcoin,7805.98164948938,0.0,0
2019-05-15,bitcoin,7990.055553534356,0.0,0
2019-05-16,bitcoin,8192.223138952013,0.0,0
2019-05-17,bitcoin,7875.913199526066,0.0,0
2019-05-18,bitcoin,7343.371457162994,0.0,0
2019-05-19,bitcoin,7300.655158341227,0.0,0
2019-05-20,bitcoin,8168.730689783752,0.0,0
2019-05-21,bitcoin,7976.851712899625,0.0,0
2019-05-22,bitcoin,7958.365526075088,0.0,0
2019-05-23,bitcoin,7665.79685383355,0.0,0
2019-05-24,bitcoin,7861.812792465447,0.0,0
2019-05-25,bitcoin,7977.244882467973,0.0,0
2019-05-26,bitcoin,8037.627431860584,0.0,0
2019-05-27,bitcoin,8631.080577844017,0.0,0
2019-05-28,bitcoin,8816.03391493351,0.0,0
2019-05-29,bitcoin,8726.978110456395,0.0,0
2019-05-30,bitcoin,8650.677405968292,0.0,0
2019-05-31,bitcoin,8310.891063057417,0.0,0
2019-06-01,bitcoin,8575.646353354166,0.0,0
2019-06-02,bitcoin,8554.261728092017,0.0,0
2019-06-03,bitcoin,8743.705469134235,0.0,0
2019-06-04,bitcoin,8173.632761796738,0.0,0
2019-06-05,bitcoin,7683.636261419786,0.0,0
2019-06-06,bitcoin,7812.44885473215,0.0,0
2019-06-07,bitcoin,7821.123897094859,0.0,0
2019-06-08,bitcoin,8036.108159122215,0.0,0
2019-06-09,bitcoin,7942.539284064289,0.0,0
2019-06-10,bitcoin,7668.029627860183,0.0,0
2019-06-11,bitcoin,8002.729982894047,0.0,0
2019-06-12,bitcoin,7897.975476598364,0.0,0
2019-06-13,bitcoin,8145.05909812096,0.0,0
2019-06-14,bitcoin,8227.625725590904,0.0,0
2019-06-15,bitcoin,8671.505388660793,0.0,0
2019-06-16,bitcoin,8818.609506932296,0.0,0
2019-06-17,bitcoin,8978.77258780693,0.0,0
2019-06-18,bitcoin,9312.868294808708,0.0,0
2019-06-19,bitcoin,9094.021746079217,0.0,0
2019-06-20,bitcoin,9285.928674251472,0.0,0
2019-06-21,bitcoin,9548.31456526146,0.0,0
2019-06-22,bitcoin,10118.359455626854,0.0,0
2019-06-23,bitcoin,10704.922148115673,0.0,0
2019-06-24,bitcoin,10846.12509964766,0.0,0
2019-06-25,bitcoin,11045.550419814825,0.0,0
2019-06-26,bitcoin,11808.419904075861,0.0,0
2019-06-27,bitcoin,12996.124342788677,0.0,0
2019-06-28,bitcoin,11178.682998186501,0.0,0
2019-06-29,bitcoin,12352.19686591269,0.0,0
2019-06-30,bitcoin,11972.555667220913,0.0,0
2019-07-01,bitcoin,10888.097181679726,0.0,0
2019-07-02,bitcoin,10639.046292232071,0.0,0
2019-07-03,bitcoin,10822.764178376405,0.0,0
2019-07-04,bitcoin,11975.637393818817,0.0,0
2019-07-05,bitcoin,11229.60561912491,0.0,0
2019-07-06,bitcoin,10987.248856214646,0.0,0
2019-07-07,bitcoin,11279.476377672418,0.0,0
2019-07-08,bitcoin,11436.430746923896,0.0,0
2019-07-09,bitcoin,12260.28269787262,0.0,0
2019-07-10,bitcoin,12544.167261709219,0.0,0
2019-07-11,bitcoin,12166.398288868606,0.0,0
2019-07-12,bitcoin,11385.060490564521,0.0,0
2019-07-13,bitcoin,11804.562793905448,0.0,0
2019-07-14,bitcoin,11418.511855491488,0.0,0
2019-07-15,bitcoin,10285.461109066944,0.0,0
2019-07-16,bitcoin,10911.345158309634,0.0,0
2019-07-17,bitcoin,9538.827124243868,0.0,0
2019-07-18,bitcoin,9657.303101319074,0.0,0
2019-07-19,bitcoin,10636.155728360647,0.0,0
2019-07-20,bitcoin,10536.565849576118,0.0,0
2019-07-21,bitcoin,10774.281137633849,0.0,0
2019-07-22,bitcoin,10607.463560702123,0.0,0
2019-07-23,bitcoin,10343.318139598357,0.0,0
2019-07-24,bitcoin,9936.380762347033,0.0,0
2019-07-25,bitcoin,9799.306312967936,0.0,0
2019-07-26,bitcoin,9878.23193291115,0.0,0
2019-07-27,bitcoin,9845.999447078504,0.0,0
2019-07-28,bitcoin,9447.678401413306,0.0,0
2019-07-29,bitcoin,9534.755426833233,0.0,0
2019-07-30,bitcoin,9510.593552181648,0.0,0
2019-07-31,bitcoin,9568.437452164315,0.0,0
2019-08-01,bitcoin,10062.996285663326,0.0,0
2019-08-02,bitcoin,10361.312000080692,0.0,0
2019-08-03,bitcoin,10529.171907427639,0.0,0
2019-08-04,bitcoin,10791.200523159,0.0,0
2019-08-05,bitcoin,10951.593834840049,0.0,0
2019-08-06,bitcoin,11818.525531066103,0.0,0
2019-08-07,bitcoin,11510.164154730011,0.0,0
2019-08-08,bitcoin,11970.657556451994,0.0,0
2019-08-09,bitcoin,12024.331570998236,0.0,0
2019-08-10,bitcoin,11852.561606995518,0.0,0
2019-08-11,bitcoin,11327.842642233223,0.0,0
2019-08-12,bitcoin,11549.998354322472,0.0,0
2019-08-13,bitcoin,11381.241355678554,0.0,0
2019-08-14,bitcoin,10903.6549918801,0.0,0
2019-08-15,bitcoin,10016.217389275296,0.0,0
2019-08-16,bitcoin,10295.87714290961,0.0,0
2019-08-17,bitcoin,10324.993597415598,0.0,0
2019-08-18,bitcoin,10224.218706633936,0.0,0
2019-08-19,bitcoin,10309.872435928555,0.0,0
2019-08-20,bitcoin,10895.97184442924,0.0,0
2019-08-21,bitcoin,10743.789313302059,0.0,0
2019-08-22,bitcoin,10124.058214168905,0.0,0
2019-08-23,bitcoin,10127.78985767835,0.0,0
2019-08-24,bitcoin,10385.509090033882,0.0,0
2019-08-25,bitcoin,10145.01247970698,0.0,0
2019-08-26,bitcoin,10090.061576030994,0.0,0
2019-08-27,bitcoin,10334.911854471331,0.0,0
2019-08-28,bitcoin,10167.889390020262,0.0,0
2019-08-29,bitcoin,9753.48704889705,0.0,0
2019-08-30,bitcoin,9485.141423780755,0.0,0
2019-08-31,bitcoin,9588.98750205815,0.0,0
2019-09-01,bitcoin,9607.289264302583,0.0,0
2019-09-02,bitcoin,9729.266231867814,0.0,0
2019-09-03,bitcoin,10323.022660378076,0.0,0
2019-09-04,bitcoin,10620.165189356907,0.0,0
2019-09-05,bitcoin,10573.515179027892,0.0,0
2019-09-06,bitcoin,10570.249940786205,0.0,0
2019-09-07,bitcoin,10350.748325717243,0.0,0
2019-09-08,bitcoin,10461.547731202416,0.0,0
2019-09-09,bitcoin,10404.333900445994,0.0,0
2019-09-10,bitcoin,10321.931613525778,0.0,0
2019-09-11,bitcoin,10121.102297214318,0.0,0
2019-09-12,bitcoin,10150.71002363705,0.0,0
2019-09-13,bitcoin,10401.319919342226,0.0,0
2019-09-14,bitcoin,10355.626898620032,0.0,0
2019-09-15,bitcoin,10349.551958231765,0.0,0
2019-09-16,bitcoin,10305.675020156998,0.0,0
2019-09-17,bitcoin,10268.421696882157,0.0,0
2019-09-18,bitcoin,10203.071046816189,0.0,0
2019-09-19,bitcoin,10158.854517376085,0.0,0
2019-09-20,bitcoin,10253.232374680329,0.0,0
2019-09-21,bitcoin,10178.442572698175,0.0,0
2019-09-22,bitcoin,9997.199887816778,0.0,0
2019-09-23,bitcoin,10041.304200624943,0.0,0
2019-09-24,bitcoin,9699.504938095957,0.0,0
2019-09-25,bitcoin,8702.713528026236,0.0,0
2019-09-26,bitcoin,8446.244115548528,0.0,0
2019-09-27,bitcoin,8098.80982048931,0.0,0
2019-09-28,bitcoin,8183.482347567026,0.0,0
2019-09-29,bitcoin,8225.11037185192,0.0,0
2019-09-30,bitcoin,8064.380983385267,0.0,0
2019-10-01,bitcoin,8271.290855465355,0.0,0
2019-10-02,bitcoin,8366.503905663569,0.0,0
2019-10-03,bitcoin,8350.132163242944,0.0,0
2019-10-04,bitcoin,8176.354679406582,0.0,0
2019-10-05,bitcoin,8156.519553840962,0.0,0
2019-10-06,bitcoin,8140.242484268429,0.0,0
2019-10-07,bitcoin,7890.234349864658,0.0,0
2019-10-08,bitcoin,8182.251593084191,0.0,0
2019-10-09,bitcoin,8180.69113018462,0.0,0
2019-10-10,bitcoin,8573.060086448735,0.0,0
2019-10-11,bitcoin,8561.51932921772,0.0,0
2019-10-12,bitcoin,8277.848351085042,0.0,0
2019-10-13,bitcoin,8308.470967433434,0.0,0
2019-10-14,bitcoin,8289.497236618896,0.0,0
2019-10-15,bitcoin,8347.350350085451,0.0,0
2019-10-16,bitcoin,8175.8631121051185,0.0,0
2019-10-17,bitcoin,8010.3021797941665,0.0,0
2019-10-18,bitcoin,8079.931459479744,0.0,0
2019-10-19,bitcoin,7957.314093995798,0.0,0
2019-10-20,bitcoin,7949.802268609832,0.0,0
2019-10-21,bitcoin,8208.362621758712,0.0,0
2019-10-22,bitcoin,8220.91853113097,0.0,0
2019-10-23,bitcoin,8045.294246807262,0.0,0
2019-10-24,bitcoin,7468.5325324369,0.0,0
2019-10-25,bitcoin,7433.915345679171,0.0,0
2019-10-26,bitcoin,8652.030029867461,0.0,0
2019-10-27,bitcoin,9217.236031536286,0.0,0
2019-10-28,bitcoin,9502.020114436129,0.0,0
2019-10-29,bitcoin,9239.897283779665,0.0,0
2019-10-30,bitcoin,9407.163351459427,0.0,0
2019-10-31,bitcoin,9171.874474054188,0.0,0
2019-11-01,bitcoin,9151.824594459767,0.0,0
2019-11-02,bitcoin,9233.413801605904,0.0,0
2019-11-03,bitcoin,9302.83461784109,0.0,0
2019-11-04,bitcoin,9204.286350451268,0.0,0
2019-11-05,bitcoin,9378.953914330921,0.0,0
2019-11-06,bitcoin,9300.373963047077,0.0,0
2019-11-07,bitcoin,9340.048651574896,0.0,0
2019-11-08,bitcoin,9221.073784983802,0.0,0
2019-11-09,bitcoin,8795.896069400225,0.0,0
2019-11-10,bitcoin,8809.78367388588,0.0,0
2019-11-11,bitcoin,9043.673292397065,0.0,0
2019-11-12,bitcoin,8729.917418490728,0.0,0
2019-11-13,bitcoin,8806.751998954014,0.0,0
2019-11-14,bitcoin,8770.78082523136,0.0,0
2019-11-15,bitcoin,8652.025288272329,0.0,0
2019-11-16,bitcoin,8480.435541874604,0.0,0
2019-11-17,bitcoin,8496.376959145864,0.0,0
2019-11-18,bitcoin,8508.499434051764,0.0,0
2019-11-19,bitcoin,8202.834446107912,0.0,0
2019-11-20,bitcoin,8138.831605359057,0.0,0
2019-11-21,bitcoin,8095.865638011639,0.0,0
2019-11-22,bitcoin,7632.494765498649,0.0,0
2019-11-23,bitcoin,7293.013949172297,0.0,0
2019-11-24,bitcoin,7309.689243566324,0.0,0
2019-11-25,bitcoin,6935.73862740252,0.0,0
2019-11-26,bitcoin,7118.264883393205,0.0,0
2019-11-27,bitcoin,7157.684731054473,0.0,0
2019-11-28,bitcoin,7483.754192176799,0.0,0
2019-11-29,bitcoin,7438.621769308849,0.0,0
2019-11-30,bitcoin,7720.865011260837,0.0,0
2019-12-01,bitcoin,7556.397585815771,0.0,0
2019-12-02,bitcoin,7405.808478752477,0.0,0
2019-12-03,bitcoin,7308.982444423794,0.0,0
2019-12-04,bitcoin,7286.080951511441,0.0,0
2019-12-05,bitcoin,7209.971417454778,0.0,0
2019-12-06,bitcoin,7373.782498577651,0.0,0
2019-12-07,bitcoin,7530.922830404948,0.0,0
2019-12-08,bitcoin,7493.545154556748,0.0,0
2019-12-09,bitcoin,7508.315669139108,0.0,0
2019-12-10,bitcoin,7347.036951245358,0.0,0
2019-12-11,bitcoin,7233.950487171398,0.0,0
2019-12-12,bitcoin,7197.426825880834,0.0,0
2019-12-13,bitcoin,7200.7070180298015,0.0,0
2019-12-14,bitcoin,7247.350277010915,0.0,0
2019-12-15,bitcoin,7081.740255265727,0.0,0
2019-12-16,bitcoin,7108.563021778046,0.0,0
2019-12-17,bitcoin,6901.036915336086,0.0,0
2019-12-18,bitcoin,6627.162514553135,0.0,0
2019-12-19,bitcoin,7274.768503792503,0.0,0
2019-12-20,bitcoin,7152.558691632884,0.0,0
2019-12-21,bitcoin,7185.439179630756,0.0,0
2019-12-22,bitcoin,7141.554857046259,0.0,0
2019-12-23,bitcoin,7488.196174601466,0.0,0
2019-12-24,bitcoin,7335.207616177015,0.0,0
2019-12-25,bitcoin,7266.60819662888,0.0,0
2019-12-26,bitcoin,7204.1848756885975,0.0,0
2019-12-27,bitcoin,7208.489307892152,0.0,0
2019-12-28,bitcoin,7247.62371236525,0.0,0
2019-12-29,bitcoin,7307.887522683333,0.0,0
2019-12-30,bitcoin,7394.029285530991,0.0,0
2019-12-31,bitcoin,7240.4289122518185,0.0,0
2020-01-01,bitcoin,7195.153895430029,0.0,0
2020-01-02,bitcoin,7193.7546679601,0.0,0
2020-01-03,bitcoin,6963.853353983485,0.0,0
2020-01-04,bitcoin,7300.34693530511,0.0,0
2020-01-05,bitcoin,7351.377053166627,0.0,0
2020-01-06,bitcoin,7349.972248050628,0.0,0
2020-01-07,bitcoin,7734.675515785289,0.0,0
2020-01-08,bitcoin,8147.415237636371,0.0,0
2020-01-09,bitcoin,8045.789124592971,0.0,0
2020-01-10,bitcoin,7832.795643840387,0.0,0
2020-01-11,bitcoin,8180.513169803805,0.0,0
2020-01-12,bitcoin,8012.085781814529,0.0,0
2020-01-13,bitcoin,8171.401185320944,0.0,0
2020-01-14,bitcoin,8110.647964503772,0.0,0
2020-01-15,bitcoin,8801.871213137745,0.0,0
2020-01-16,bitcoin,8820.85010599613,0.0,0
2020-01-17,bitcoin,8720.91950137424,0.0,0
2020-01-18,bitcoin,8902.568995225329,0.0,0
2020-01-19,bitcoin,8906.902675151074,0.0,0
2020-01-20,bitcoin,8690.380569544623,0.0,0
2020-01-21,bitcoin,8631.253954333763,0.0,0
2020-01-22,bitcoin,8724.818622931474,0.0,0
2020-01-23,bitcoin,8665.436914096897,0.0,0
2020-01-24,bitcoin,8415.956027335538,0.0,0
2020-01-25,bitcoin,8432.096675789418,0.0,0
2020-01-26,bitcoin,8348.665665079325,0.0,0
2020-01-27,bitcoin,8595.728298493115,0.0,0
2020-01-28,bitcoin,8879.335548714553,0.0,0
